type,id,code,description,link1,link2,link3,link4,link5,link6,link7,link8,link9,link10
OD,od-ccl4,CCL4,"Lee con autonomía obras relevantes de la literatura poniéndolas en relación con su contexto sociohistórico de producción, con la tradición literaria anterior y posterior y examinando la huella de su legado en la actualidad, para construir y compartir su propia interpretación argumentada de las obras, crear y recrear obras de intención literaria y conformar progresivamente un mapa cultural.",kc-ccl,,,,,,,,,
OD,od-cc1,CC1,"Analiza hechos, normas e ideas relativas a la dimensión social, histórica, cívica y moral de su propia identidad, para contribuir a la consolidación de su madurez personal y social, adquirir una conciencia ciudadana y responsable, desarrollar la autonomía y el espíritu crítico, y establecer una interacción pacífica y respetuosa con otras personas y con el entorno.",kc-cc,,,,,,,,,
OD,od-cc3,CC3,"Adopta un juicio propio y argumentado ante problemas éticos y filosóficos fundamentales y de actualidad, afrontando con actitud dialogante la pluralidad de valores, creencias e ideas, rechazando todo tipo de discriminación y violencia, y promoviendo activamente la igualdad y corresponsabilidad efectiva entre mujeres y hombres.",kc-cc,,,,,,,,,
OD,od-ce1,CE1,"Evalúa necesidades y oportunidades y afronta retos, con sentido crítico y ético, evaluando su sostenibilidad y comprobando, a partir de conocimientos técnicos específicos, el impacto que puedan suponer en el entorno, para presentar y ejecutar ideas y soluciones innovadoras dirigidas a distintos contextos, tanto locales como globales, en el ámbito personal, social y académico con proyección profesional emprendedora.",kc-ce,,,,,,,,,
OD,od-ccec1,CCEC1,"Reflexiona, promueve y valora críticamente el patrimonio cultural y artístico de cualquier época, contrastando sus singularidades y partiendo de su propia identidad, para defender la libertad de expresión, la igualdad y el enriquecimiento inherente a la diversidad.",kc-ccec,,,,,,,,,
OD,od-ccec2,CCEC2,"Investiga las especificidades e intencionalidades de diversas manifestaciones artísticas y culturales del patrimonio, mediante una postura de recepción activa y deleite, diferenciando y analizando los distintos contextos, medios y soportes en que se materializan, así como los lenguajes y elementos técnicos y estéticos que las caracterizan.",kc-ccec,,,,,,,,,
OD,od-cd1,CD1,"Realiza búsquedas avanzadas comprendiendo cómo funcionan los motores de búsqueda en internet aplicando criterios de validez, calidad, actualidad y fiabilidad, seleccionando los resultados de manera crítica y organizando el almacenamiento de la información de manera adecuada y segura para referenciarla y reutilizarla posteriormente.",kc-cd,,,,,,,,,
SC,sc-elc1-1,CEs 1,"Distinguir los étimos y formantes griegos y latinos presentes en el léxico de uso común y del ámbito científico-técnico, de las artes y, de manera general, en el ámbito del conocimiento, identificando los cambios semánticos que hayan tenido lugar y estableciendo una comparación con la lengua de enseñanza y otras lenguas del repertorio individual del alumnado, para deducir el significado etimológico del léxico conocido y especializado, favorecer la reflexión interlingüística y refutar los estereotipos y prejuicios lingüísticos.",od-ccl1,od-ccl2,od-cp2,od-cp3,od-stem1,od-cpsaa5,,,,
SC,sc-elc1-2,CEs 2,"Investigar la contribución de la civilización grecolatina al nacimiento y desarrollo de las ciencias y el pensamiento, concibiendo este como un proceso colectivo, interdisciplinar y continuo y localizando e identificando hitos y figuras destacadas, para valorar críticamente el papel del legado grecolatino como transmisor de conocimiento y referente del progreso y el pensamiento de la sociedad actual.",od-ccl1,od-ccl2,od-ccl3,od-cd2,od-cpsaa4,od-cc4,,,,
SC,sc-elc1-3,CEs 3,"Reconocer y valorar la herencia artística y cultural recibida de las civilizaciones griega y romana como transmisora de conocimiento y fuente de inspiración de manifestaciones artísticas y literarias de diferentes épocas, contextos y lenguajes artísticos, identificando universales temáticos, tipologías de personajes y cauces formales procedentes del mundo clásico recurrentes a lo largo de la historia, para promover su preservación y sostenibilidad.",od-ccl1,od-ccl3,od-ccl4,od-cd2,od-cpsaa4,od-cc1,od-cc3,od-ce1,od-ccec1,od-ccec2
SC,sc-elc1-4,CEs 4,"Analizar las características de la civilización grecolatina en el ámbito personal, religioso, sociopolítico y lúdico, investigando sobre el mundo clásico y comparando críticamente el presente y el pasado, para valorar sus aportaciones a nuestro entorno como base de una ciudadanía democrática y comprometida.",od-ccl1,od-ccl3,od-cd1,od-cd2,od-cpsaa4,od-cc1,od-cc3,,,
EC,ec-elc1-1.1,1.1,"Deducir el significado etimológico de un término de uso común e inferir el significado de términos procedentes de léxico especializado aplicando, de manera guiada, estrategias de reconocimiento de étimos y formantes griegos y latinos atendiendo a los cambios fonéticos, o semánticos que hayan tenido lugar.",,,,,,,,,,
EC,ec-elc1-1.2,1.2,"Comprender y explicar, de manera guiada, textos breves sencillos de ámbito científico a partir del análisis de tecnicismos y cultismos de raigambre grecolatina.",,,,,,,,,,
EC,ec-elc1-1.3,1.3,"Ampliar el caudal léxico y mejorar la expresión oral y escrita, incorporando de manera coherente helenismos y términos procedentes del latín, así como locuciones usuales de origen latino a exposiciones orales o producciones escritas sencillas.",,,,,,,,,,
EC,ec-elc1-1.4,1.4,"Identificar prejuicios y estereotipos lingüísticos adoptando una actitud de respeto y valoración de la diversidad como riqueza cultural, lingüística y dialectal, a partir de criterios dados.",,,,,,,,,,
EC,ec-elc1-2.1,2.1,"Valorar críticamente en ensayos guiados, productos audiovisuales o debates la contribución de la civilización grecolatina al nacimiento y desarrollo del pensamiento, de las ciencias y de la técnica, con especial atención a aquellas del currículo del alumnado, identificando el contexto social e histórico en el que se desarrollaron y reconociendo su influencia hasta el presente.",,,,,,,,,,
EC,ec-elc1-2.2,2.2,"Desarrollar trabajos de investigación de manera progresivamente autónoma sobre hitos y figuras destacadas en el nacimiento y desarrollo de las ciencias, del pensamiento y de la técnica, localizando, seleccionando y reelaborando la información procedente de fuentes diversas y presentando los resultados en diferentes soportes.",,,,,,,,,,
EC,ec-elc1-3.1,3.1,"Identificar y explicar el legado mitológico, artístico y literario de la civilización grecolatina como fuente de inspiración, analizando producciones culturales y artísticas posteriores a partir de criterios dados y reflexionando sobre la necesidad de su preservación.",,,,,,,,,,
EC,ec-elc1-3.2,3.2,"Reconocer el legado mitológico grecolatino en el entorno del alumnado a partir de criterios dados, aplicando e integrando los conocimientos adquiridos y reflexionando sobre las implicaciones de sus distintos usos, dando ejemplos de la pervivencia de la mitología clásica en su vida cotidiana y presentando los resultados a través de diferentes soportes.",,,,,,,,,,
EC,ec-elc1-3.3,3.3,"Desarrollar proyectos de investigación y presentarlos de forma oral, escrita o multimodal sobre aspectos del legado mitológico, literario y artístico grecolatino en manifestaciones artísticas y literarias posteriores, localizando, seleccionando, contrastando y reelaborando información procedente de diferentes fuentes.",,,,,,,,,,
EC,ec-elc1-4.1,4.1,"Explicar, a partir de criterios dados, los procesos históricos y políticos, los modos de vida, las instituciones y las costumbres de las sociedades griega y romana, comparándolos con los de las sociedades actuales, valorando las adaptaciones y cambios experimentados a la luz de la evolución de éstas y de los derechos humanos, y favoreciendo el desarrollo de una cultura compartida y una ciudadanía comprometida con la memoria colectiva y los valores democráticos.",,,,,,,,,,
EC,ec-elc1-4.2,4.2,"Debatir acerca de la importancia, evolución, asimilación o cuestionamiento de diferentes aspectos del legado clásico en nuestra sociedad, utilizando estrategias retóricas y oratorias de manera guiada, mediando entre posturas cuando sea necesario, seleccionando y contrastando información y experiencias veraces y mostrando interés, respeto y empatía por otras opiniones y argumentaciones.",,,,,,,,,,
EC,ec-elc1-4.3,4.3,"Desarrollar trabajos de investigación de manera progresivamente autónoma en diferentes soportes sobre aspectos del legado de la civilización griega y romana en el ámbito personal, religioso, lúdico y sociopolítico localizando, seleccionando, contrastando y reelaborando información procedente de diferentes fuentes, calibrando su fiabilidad y pertinencia y respetando los principios de rigor y propiedad intelectual.",,,,,,,,,,
SB,sb-elc1-a1,A.1,La cultura clásica como cuna de la cultura europea y occidental.,,,,,,,,,,
SB,sb-elc1-a2,A.2,La tradición cultural. Los medios de transmisión: la recepción del legado grecolatino.,,,,,,,,,,
SB,sb-elc1-b1,B.1,Historia de la escritura y de los alfabetos.,,,,,,,,,,
SB,sb-elc1-b2,B.2,El alfabeto griego. El abecedario latino.,,,,,,,,,,
SB,sb-elc1-b3,B.3,Transcripción y transliteración.,,,,,,,,,,
SB,sb-elc1-b4,B.4,"Evolución de las lenguas clásicas a las lenguas modernas, con especial atención al castellano y a la lengua asturiana.",,,,,,,,,,
SB,sb-elc1-b5,B.5,Composición léxica: análisis y reconocimiento de los componentes más productivos. Helenismos y términos procedentes del latín.,,,,,,,,,,
SB,sb-elc1-b6,B.6,"Tecnicismos y cultismos derivados del latín y el griego: lenguaje jurídico, científico, técnico...",,,,,,,,,,
SB,sb-elc1-b7,B.7,Uso y valor de las locuciones latinas.,,,,,,,,,,
SB,sb-elc1-b8,B.8,Interés por conocer el significado etimológico de las palabras y la importancia del uso adecuado del vocabulario como instrumento básico en la comunicación.,,,,,,,,,,
SB,sb-elc1-b9,B.9,Respeto por todas las lenguas y aceptación de las diferencias culturales de las gentes que las hablan.,,,,,,,,,,
SB,sb-elc1-c1,C.1,Principales corrientes del pensamiento clásico y su repercusión en la sociedad occidental.,,,,,,,,,,
SB,sb-elc1-c2,C.2,La técnica y la fabricación de ingenios y su repercusión en la cultura occidental.,,,,,,,,,,
SB,sb-elc1-c3,C.3,Los fundamentos de la ciencia moderna: principales avances en los diferentes campos de las ciencias en la Antigüedad.,,,,,,,,,,
SB,sb-elc1-c4,C.4,Urbanismo y obras públicas: paralelismos con la actualidad.,,,,,,,,,,
SB,sb-elc1-d1,D.1,"Origen mitológico del mundo, de las divinidades y de los seres humanos.",,,,,,,,,,
SB,sb-elc1-d2,D.2,Principales dioses y diosas y héroes y heroínas de la mitología clásica.,,,,,,,,,,
SB,sb-elc1-d3,D.3,"La mitología clásica en el arte: escultura, pintura y arquitectura.",,,,,,,,,,
SB,sb-elc1-d4,D.4,"La mitología clásica en el cine, la literatura, el teatro, el cómic...",,,,,,,,,,
SB,sb-elc1-d5,D.5,"La mitología clásica en las ciencias y en la técnica: astronomía, botánica, mineralogía, zoología, medicina, química...",,,,,,,,,,
SB,sb-elc1-d6,D.6,"La mitología en la vida cotidiana actual: publicidad, calendario, psicología, prensa, música...",,,,,,,,,,
SB,sb-elc1-d7,D.7,"Herencia del arte y de los cánones de belleza clásicos en las manifestaciones culturales modernas: arquitectura, escultura, pintura, publicidad, moda...",,,,,,,,,,
SB,sb-elc1-d8,D.8,"El teatro clásico como precedente de espectáculos actuales: teatro, películas, series de televisión, ópera, conciertos...",,,,,,,,,,
SB,sb-elc1-d9,D.9,"Poesía clásica: tópicos literarios y figuras retóricas clásicas y su herencia en la poesía y la música posterior y actual: canciones modernas, recursos publicitarios...",,,,,,,,,,
SB,sb-elc1-e1,E.1,Las constituciones políticas en la Antigüedad y sus huellas en los sistemas políticos actuales: la polis griega y la civitas romana.,,,,,,,,,,
SB,sb-elc1-e2,E.2,El arte de hablar en público: oratoria clásica y actual.,,,,,,,,,,
SB,sb-elc1-e3,E.3,El estatus personal: estamentos y clases sociales. Derechos y deberes de la ciudadanía. Las luchas por la igualdad de derechos.,,,,,,,,,,
SB,sb-elc1-e4,E.4,La esclavitud en las sociedades clásicas y modernas.,,,,,,,,,,
SB,sb-elc1-e5,E.5,"La vida pública en las sociedades clásicas: leyes, administración, servicio militar...",,,,,,,,,,
SB,sb-elc1-e6,E.6,"La vida privada: familia, matrimonio, economía, educación, escuela, alimentación...",,,,,,,,,,
SB,sb-elc1-e7,E.7,El papel de la mujer en las sociedades clásicas y modernas.,,,,,,,,,,
SB,sb-elc1-e8,E.8,El origen del deporte en Grecia y su herencia e importancia en el mundo actual.,,,,,,,,,,
SB,sb-elc1-e9,E.9,Los grandes espectáculos de masas en la sociedad clásica y moderna: semejanzas y diferencias.,,,,,,,,,,
SB,sb-elc1-e10,E.10,Algunos aspectos del derecho romano y su huella en el sistema jurídico occidental.,,,,,,,,,,
